,Material,Dia,pp,TEMP,adm,Dem
5028,61419.0,2019-05-22,0.0,17.4,230.0,96.0
3524,61479.0,2019-03-18,0.0,13.0,165.0,100.0
1359,61472.0,2019-08-22,0.0,25.9,151.0,83.0
5762,61466.0,nan,0.0,15.0,82.0,74.0
4596,61424.4,2020-04-24,0.0,15.3,28.0,71.0
5741,61387.0,2020-03-16,0.0,10.9,82.0,74.0
4239,61417.0,2019-12-09,,14.0,36.0,
2447,61482.0,2019-11-30,0.0,16.0,86.0,118.0
733,61422.0,2020-03-31,0.1,8.4,82.0,74.0
3710,61501.0,2019-05-10,0.2,16.2,230.0,96.0
4066,61533.0,2019-11-07,0.0,15.0,86.0,118.0
4755,61437.0,2020-05-13,0.0,14.0,79.0,36.0
1260,61480.0,2019-11-21,0.0,,86.0,118.0
5780,61451.0,2019-03-14,0.0,13.4,165.0,100.0
2163,61435.0,2019-11-08,0.0,13.0,86.0,118.0
4047,61533.0,2019-11-05,0.0,16.0,86.0,118.0
1543,61431.0,2019-06-26,0.5,18.1,144.0,85.0
527,61480.0,2019-09-27,0.0,18.6,85.0,85.0
4957,61466.0,2019-04-17,5.2,13.1,172.0,84.0
3988,61387.0,2019-08-29,0.0,21.0,151.0,83.0
5148,61434.0,2019-06-11,0.0,16.0,144.0,85.0
1468,53243.0,2019-05-17,0.0,13.9,230.0,96.0
2858,61488.0,nan,,12.6,,68.0
3166,61483.0,2019-01-31,13.5,12.8,55.0,97.0
1961,61516.0,2019-08-26,0.0,20.4,151.0,83.0
2850,61489.0,2020-02-28,0.0,12.6,62.0,68.0
5352,61389.0,2019-09-06,0.0,24.9,85.0,85.0
4085,61512.0,2019-11-11,0.0,16.0,86.0,118.0
4882,61443.0,2019-03-22,0.0,14.7,165.0,100.0
803,61516.0,2020-04-30,0.1,15.4,28.0,71.0
857,61448.0,2019-11-22,,16.0,86.0,118.0
1599,61434.0,2019-03-12,0.0,,165.0,100.0
2926,61468.0,2020-03-09,,13.5,82.0,74.0
2689,61436.0,2020-01-28,0.8,14.0,32.0,101.0
5840,61459.0,2019-12-26,0.0,13.0,36.0,89.0
1423,61533.0,2019-08-22,0.0,25.9,151.0,83.0
4890,61451.4,2019-03-22,0.0,14.7,165.0,100.0
1465,61535.0,2019-05-17,0.0,13.9,230.0,96.0
5265,61562.0,2019-06-19,0.6,18.1,144.0,85.0
219,61625.0,2019-06-28,0.0,19.7,,85.0
2509,61534.0,nan,0.0,16.0,36.0,89.0
1288,61530.0,2019-11-21,0.0,14.0,86.0,118.0
1115,61449.0,2019-03-20,0.0,14.5,165.0,100.0
582,61387.0,2019-09-27,0.0,18.6,85.0,85.0
5273,61511.0,2019-06-19,0.6,18.1,144.0,85.0
1564,61469.0,2019-06-26,0.5,18.1,144.0,85.0
43,61442.0,2019-03-29,0.0,15.2,165.0,100.0
3075,61489.0,2019-01-23,0.1,12.0,55.0,97.0
3947,61440.0,2019-08-29,0.0,21.0,151.0,
3589,61457.0,2019-04-11,0.0,12.7,172.0,84.0
2629,61442.0,2020-01-24,3.6,9.7,32.0,101.0
1744,61436.0,2019-12-10,0.0,10.0,,89.0
6247,61589.0,2019-06-25,,19.1,144.0,85.0
4553,61434.0,2020-04-20,8.1,12.9,,71.0
2118,61441.0,2019-11-06,0.0,16.0,86.0,118.0
2018,61459.0,2019-08-28,0.0,20.1,151.0,83.0
1452,61513.0,2019-05-17,0.0,13.9,230.0,96.0
2364,61456.0,2019-11-27,0.0,15.0,86.0,118.0
2440,61449.0,2019-11-30,0.0,16.0,86.0,118.0
5489,61434.0,2019-09-25,0.0,17.7,85.0,85.0
1224,61447.0,2019-10-31,0.0,20.0,87.0,239.0
3101,61458.0,2019-01-23,0.1,12.0,55.0,97.0
2131,61522.0,2019-11-06,0.0,16.0,86.0,118.0
1071,61389.0,2019-08-27,0.0,19.5,151.0,83.0
718,61535.0,2020-01-30,5.1,13.4,32.0,101.0
5955,61450.0,2020-03-20,1.1,11.9,82.0,74.0
4552,61433.0,nan,8.1,12.9,28.0,71.0
1505,61491.0,2019-10-30,,,87.0,239.0
3927,61532.0,nan,0.0,14.7,230.0,96.0
670,61492.0,2020-01-30,5.1,,32.0,101.0
347,61474.8,2019-09-30,0.0,19.5,85.0,85.0
3428,61459.0,2019-03-07,20.1,11.4,165.0,100.0
2276,61389.0,2019-11-14,0.0,13.0,86.0,118.0
5017,61457.0,2019-05-22,0.0,17.4,230.0,
3195,61532.0,2019-01-31,13.5,12.8,55.0,97.0
897,42336.0,2019-08-30,0.0,22.2,151.0,83.0
1258,61459.0,2019-11-21,0.0,14.0,86.0,118.0
1966,61469.0,2019-08-26,0.0,20.4,151.0,83.0
95,61595.0,2019-03-29,0.0,15.2,165.0,100.0
3975,61439.0,2019-08-29,0.0,21.0,151.0,83.0
2954,61388.0,2020-03-09,0.0,13.5,82.0,74.0
5844,61418.0,2019-12-26,0.0,13.0,36.0,89.0
842,61463.6,2020-05-14,0.0,14.0,79.0,36.0
1595,61458.0,2019-03-12,0.0,13.0,165.0,100.0
3704,61507.0,2019-05-10,0.2,16.2,230.0,96.0
4708,61512.0,2020-05-06,0.0,17.0,79.0,36.0
5902,61512.0,2020-02-17,1.0,13.5,62.0,68.0
5207,61535.0,2019-06-12,0.0,15.5,144.0,85.0
3833,61469.2,2019-05-15,0.0,20.8,230.0,96.0
4032,61532.0,2019-11-05,0.0,16.0,86.0,118.0
2655,61504.0,2020-01-28,0.8,14.0,32.0,101.0
4981,61442.0,2019-04-30,0.0,15.5,172.0,84.0
5417,61387.0,2019-09-18,0.0,19.0,85.0,85.0
322,61485.0,nan,0.0,19.5,85.0,85.0
1756,61535.0,2019-12-10,0.0,10.0,36.0,89.0
1769,61494.0,2019-12-11,0.0,12.0,36.0,89.0
6191,61436.0,2019-02-25,0.0,15.2,87.0,
4461,61459.0,2020-03-27,0.0,12.3,82.0,74.0
3480,61500.0,2019-03-11,0.0,15.0,165.0,100.0
334,61630.0,2019-09-30,0.0,19.5,,85.0
2934,61418.0,2020-03-09,0.0,13.5,82.0,74.0
332,61474.8,2019-09-30,0.0,19.5,85.0,85.0
833,61533.0,2020-05-14,0.0,14.0,79.0,36.0
2815,61387.0,2020-02-27,0.0,13.6,62.0,68.0
2407,61465.0,2019-11-27,0.0,15.0,86.0,118.0
4166,61386.0,2019-11-29,0.0,17.0,86.0,118.0
5919,61407.0,2020-03-04,0.0,15.1,82.0,74.0
2406,61438.0,2019-11-27,0.0,15.0,86.0,118.0
731,44556.0,2020-03-17,0.0,,82.0,74.0
3505,61395.0,2019-03-18,0.0,13.0,165.0,100.0
291,61564.0,2019-09-30,,19.5,85.0,85.0
184,61619.0,2019-06-28,0.0,19.7,144.0,85.0
4939,61440.0,2019-04-17,5.2,13.1,172.0,84.0
6098,61419.0,2020-03-26,0.0,12.4,82.0,74.0
2199,61450.0,2019-11-08,0.0,13.0,86.0,
533,61502.0,2019-09-27,0.0,18.6,85.0,85.0
1671,61439.0,2020-01-31,7.3,14.4,32.0,101.0
2559,61405.0,2020-01-15,0.1,14.8,32.0,101.0
5439,61535.0,2019-09-18,,19.0,85.0,85.0
2034,61385.0,2019-08-28,0.0,20.1,151.0,83.0
2794,61406.0,2020-02-27,0.0,13.6,62.0,68.0
3497,61417.0,2019-03-11,,15.0,165.0,100.0
657,61450.0,2020-01-10,0.0,10.7,32.0,101.0
1255,61450.0,2019-11-21,0.0,14.0,86.0,118.0
2778,61394.0,2020-02-27,0.0,13.6,62.0,68.0
5403,61434.0,2019-09-13,0.0,25.2,,85.0
3441,61417.0,2019-03-07,20.1,11.4,165.0,100.0
5198,61419.0,2019-06-12,0.0,15.5,144.0,85.0
2882,61450.0,nan,0.0,12.6,62.0,68.0
898,61396.0,2019-08-30,0.0,22.2,151.0,83.0
6240,61479.0,2019-12-03,0.0,11.0,36.0,89.0
428,61447.0,2019-05-13,0.0,25.8,230.0,96.0
4323,61421.0,2020-01-23,0.1,8.9,32.0,101.0
5153,61513.0,2019-06-11,0.0,16.0,144.0,85.0
4905,61514.0,2019-03-22,0.0,14.7,165.0,
1436,61502.0,2019-05-17,0.0,13.9,230.0,96.0
5680,61435.0,2020-02-19,,13.1,62.0,68.0
1222,53415.0,2019-10-31,,20.0,87.0,239.0
5838,61450.0,2019-12-26,0.0,13.0,36.0,89.0
2004,61444.0,2019-08-28,0.0,20.1,151.0,83.0
5981,61436.0,2020-04-01,13.7,9.0,28.0,71.0
3352,61460.8,2019-02-28,0.0,12.6,87.0,64.0
5639,61388.0,2020-01-29,0.0,13.7,32.0,101.0
3834,61511.0,2019-05-15,0.0,20.8,,96.0
3715,61456.0,2019-05-10,0.2,16.2,230.0,96.0
5756,61395.0,2020-03-24,0.0,15.0,82.0,74.0
3151,61394.0,2019-01-31,13.5,12.8,55.0,97.0
2481,61436.0,2019-12-05,,13.0,36.0,89.0
2299,61467.0,2019-11-14,0.0,13.0,86.0,118.0
2525,61388.0,2019-12-18,0.0,16.0,36.0,89.0
3447,61489.0,2019-03-08,0.0,12.5,165.0,100.0
1096,61419.0,2019-03-20,0.0,14.5,165.0,100.0
5189,61459.0,2019-06-12,0.0,15.5,144.0,85.0
6228,61419.0,2019-02-14,0.0,13.1,87.0,64.0
5515,61493.0,2019-12-20,15.8,14.9,36.0,89.0
5667,61528.0,2020-02-05,0.0,13.9,62.0,68.0
2996,61483.0,2020-03-25,0.0,14.6,82.0,74.0
5187,61432.0,2019-06-12,0.0,15.5,144.0,85.0
2181,61449.0,2019-11-08,0.0,13.0,86.0,118.0
1652,61513.0,2020-02-12,0.0,12.8,62.0,68.0
2574,61452.0,2020-01-24,3.6,9.7,32.0,101.0
1230,61386.0,2019-10-31,,20.0,87.0,239.0
1410,61406.0,2019-08-22,0.0,25.9,151.0,83.0
1788,61434.0,2019-12-11,,12.0,36.0,89.0
4538,61389.0,2020-04-17,2.2,14.7,28.0,71.0
3370,61469.0,2019-02-28,0.0,12.6,87.0,64.0
5002,61418.0,2019-05-22,,17.4,230.0,96.0
5345,61435.0,2019-09-06,0.0,24.9,85.0,85.0
3341,61458.0,2019-02-19,0.0,11.7,87.0,64.0
3017,61466.0,2020-03-25,0.0,,82.0,74.0
192,61508.2,2019-06-28,,19.7,144.0,85.0
2577,61491.0,2020-01-24,3.6,9.7,32.0,101.0
1126,61532.0,2019-03-20,0.0,14.5,165.0,100.0
2663,61404.0,2020-01-28,0.8,14.0,32.0,101.0
5009,61512.0,2019-05-22,0.0,17.4,230.0,96.0
2477,61387.0,2019-12-05,0.0,13.0,36.0,89.0
2980,61534.0,2020-03-25,0.0,14.6,82.0,74.0
304,61394.0,nan,0.0,19.5,85.0,85.0
1817,61513.0,2019-12-11,0.0,12.0,36.0,89.0
5036,61449.0,2019-05-22,0.0,17.4,,96.0
1292,61532.0,2019-11-21,0.0,14.0,86.0,118.0
70,61431.0,2019-03-29,0.0,15.2,165.0,
4006,61439.0,nan,0.0,16.0,86.0,118.0
1305,61437.0,2019-12-13,0.0,15.0,36.0,89.0
3780,61468.0,2019-05-14,0.0,23.6,230.0,96.0
4019,61435.0,2019-11-05,0.0,16.0,86.0,118.0
2083,61435.0,2019-09-12,0.0,24.7,,85.0
4536,61515.0,2020-04-17,2.2,,28.0,71.0
1340,61535.0,2019-09-26,0.0,18.2,85.0,85.0
831,61500.0,2020-05-14,0.0,14.0,79.0,36.0
2446,61468.0,2019-11-30,0.0,16.0,,118.0
1456,61389.0,2019-05-17,0.0,13.9,230.0,96.0
2272,61514.0,2019-11-14,0.0,13.0,86.0,
3580,61480.0,2019-04-11,0.0,12.7,,84.0
238,61448.0,2019-06-28,0.0,19.7,144.0,85.0
92,61527.0,2019-03-29,0.0,15.2,165.0,100.0
2445,61432.0,2019-11-30,0.0,16.0,,118.0
5704,61456.0,2020-03-05,0.9,13.4,82.0,74.0
6226,61460.0,2019-02-14,0.0,13.1,87.0,64.0
3929,61404.0,2019-08-29,0.0,21.0,151.0,83.0
2890,61419.0,2020-02-28,0.0,12.6,62.0,68.0
2107,61465.2,2019-11-06,0.0,16.0,,118.0
3789,61533.0,2019-05-14,0.0,23.6,230.0,96.0
1001,61466.0,2019-02-26,0.0,14.3,87.0,64.0
2273,61573.0,2019-11-14,0.0,13.0,86.0,118.0
4912,61532.0,nan,0.0,14.7,165.0,100.0
3961,61451.0,2019-08-29,0.0,21.0,151.0,
4860,61434.0,2019-03-15,0.0,15.4,165.0,100.0
1504,61469.0,2019-10-30,0.0,19.0,87.0,239.0
957,61482.0,2019-08-30,0.0,22.2,151.0,83.0
4731,61527.0,2020-05-13,0.0,14.0,79.0,36.0
4376,61389.0,2020-01-27,2.7,,32.0,101.0
2351,61461.0,2019-11-27,0.0,15.0,86.0,
1532,44267.0,2019-06-26,0.5,18.1,144.0,85.0
4709,61386.0,2020-05-06,0.0,17.0,79.0,36.0
4622,61419.0,2020-04-28,0.0,,28.0,71.0
3523,61469.0,2019-03-18,0.0,13.0,165.0,100.0
411,61492.0,2019-05-13,0.0,25.8,230.0,96.0
1405,61388.0,2019-08-22,,25.9,151.0,83.0
1934,61491.0,2019-08-26,0.0,20.4,151.0,83.0
3830,61464.0,2019-05-15,0.0,20.8,230.0,96.0
6023,61449.0,2020-04-27,0.6,13.9,28.0,71.0
4727,61459.0,2020-05-13,0.0,14.0,79.0,36.0
2191,61387.0,2019-11-08,0.0,13.0,86.0,118.0
3658,61436.0,2019-05-08,6.0,14.6,230.0,96.0
5659,61406.0,2020-02-05,0.0,13.9,62.0,68.0
1702,61450.0,2020-01-31,7.3,,32.0,101.0
2471,61482.0,nan,0.0,13.0,36.0,89.0
1034,61407.0,2019-08-27,0.0,19.5,151.0,83.0
5562,61489.0,2019-12-30,0.0,11.5,36.0,89.0
2929,61484.0,2020-03-09,0.0,13.5,82.0,74.0
2641,61440.0,2020-01-28,0.8,14.0,32.0,101.0
2488,61511.0,2019-12-05,0.0,13.0,,89.0
931,61494.0,2019-08-30,0.0,22.2,151.0,83.0
5723,61448.6,2020-03-05,0.9,13.4,82.0,74.0
3671,61456.0,2019-05-08,6.0,14.6,,96.0
2098,61385.0,2019-11-06,0.0,16.0,86.0,118.0
633,61456.0,2020-01-10,0.0,10.7,32.0,101.0
5284,61533.0,2019-06-19,0.6,18.1,,85.0
498,61405.0,2019-06-07,0.0,15.1,144.0,85.0
937,61406.0,2019-08-30,0.0,22.2,151.0,83.0
415,61512.0,2019-05-13,0.0,25.8,230.0,96.0
2592,61460.0,2020-01-24,3.6,9.7,32.0,101.0
4945,61432.0,2019-04-17,5.2,13.1,172.0,84.0
720,61467.0,2020-01-30,5.1,13.4,32.0,101.0
2173,61406.0,2019-11-08,0.0,13.0,86.0,118.0
3317,61484.0,2019-02-19,0.0,,87.0,
757,61514.0,2020-03-31,0.1,8.4,82.0,74.0
5026,61588.0,2019-05-22,0.0,17.4,230.0,96.0
2135,61469.0,2019-11-06,0.0,16.0,86.0,118.0
1041,61449.0,2019-08-27,0.0,19.5,151.0,83.0
2453,61406.0,2019-11-30,0.0,16.0,86.0,118.0
3275,61490.0,2019-02-15,0.0,12.7,87.0,64.0
3846,61450.0,2019-05-15,0.0,20.8,,96.0
5498,61489.6,2019-11-04,0.0,17.0,86.0,118.0
596,61480.0,2019-11-12,0.0,14.0,86.0,118.0
4927,61454.6,2019-04-17,5.2,13.1,172.0,84.0
4010,61468.0,2019-11-05,0.0,16.0,86.0,118.0
2225,61468.0,2019-11-13,0.0,16.0,86.0,118.0
1068,61491.0,2019-08-27,0.0,19.5,151.0,83.0
1942,61464.0,2019-08-26,0.0,20.4,151.0,83.0
1647,61418.0,2020-02-12,0.0,12.8,62.0,68.0
2439,61441.0,2019-11-30,0.0,16.0,86.0,118.0
4391,61480.0,2020-02-13,0.9,13.3,62.0,68.0
4919,61486.0,2019-04-17,5.2,13.1,172.0,84.0
4870,61490.0,2019-03-22,0.0,14.7,165.0,100.0
652,61521.0,2020-01-10,0.0,10.7,32.0,101.0
4979,61387.0,2019-04-30,0.0,15.5,172.0,84.0
1700,61417.0,2020-01-31,7.3,14.4,32.0,101.0
4833,61406.0,2019-02-12,0.0,12.6,87.0,64.0
5030,61422.0,2019-05-22,0.0,17.4,230.0,96.0
4342,61392.0,nan,2.7,13.4,32.0,101.0
5751,61483.0,2020-03-24,0.0,15.0,82.0,74.0
4966,61388.0,2019-04-24,6.4,13.3,172.0,84.0
3010,61437.0,2020-03-25,0.0,14.6,82.0,74.0
2755,61533.0,2020-02-26,0.0,11.9,62.0,68.0
3383,61514.0,2019-02-28,0.0,12.6,87.0,64.0
3509,61493.2,2019-03-18,0.0,13.0,165.0,100.0
75,61603.0,2019-03-29,0.0,15.2,165.0,100.0
4039,61421.0,2019-11-05,0.0,16.0,86.0,118.0
3967,61460.0,2019-08-29,,21.0,151.0,83.0
3979,61421.0,2019-08-29,0.0,21.0,151.0,83.0
5742,61407.0,2020-03-16,0.0,10.9,82.0,74.0
4438,61417.0,nan,0.0,12.3,82.0,74.0
5231,61520.0,2019-06-18,,17.3,144.0,85.0
2157,61401.0,2019-11-08,0.0,13.0,86.0,118.0
5010,61581.0,2019-05-22,0.0,,230.0,96.0
4745,61465.0,2020-05-13,0.0,14.0,79.0,36.0
108,61386.0,2019-03-29,0.0,15.2,165.0,100.0
1010,61387.0,nan,0.0,25.1,230.0,96.0
1029,61528.0,2019-08-27,0.0,19.5,151.0,83.0
2432,61515.0,2019-11-30,0.0,16.0,86.0,118.0
828,61456.0,2020-05-14,0.0,14.0,79.0,36.0
3519,61440.0,2019-03-18,0.0,13.0,,100.0
2803,61437.0,2020-02-27,0.0,13.6,62.0,68.0
96,61631.0,2019-03-29,0.0,15.2,165.0,100.0
6032,61514.0,2020-04-27,0.6,13.9,28.0,71.0
6112,61514.0,2020-03-26,0.0,12.4,82.0,74.0
5789,61432.0,2019-03-14,,13.4,165.0,100.0
1385,61511.0,2019-08-22,0.0,25.9,,83.0
1200,61511.0,2019-09-02,0.0,,85.0,85.0
621,61520.0,2019-11-12,0.0,14.0,86.0,118.0
5705,61457.0,2020-03-05,0.9,13.4,82.0,74.0
1412,61468.0,2019-08-22,0.0,25.9,151.0,83.0
5983,61480.0,2020-04-01,13.7,9.0,28.0,71.0
566,61482.0,2019-09-27,0.0,18.6,85.0,85.0
543,61464.0,2019-09-27,0.0,18.6,85.0,85.0
1837,61461.0,2019-08-23,0.0,26.0,151.0,83.0
1334,61491.0,2019-09-26,0.0,18.2,85.0,85.0
2387,61423.0,2019-11-27,0.0,15.0,86.0,118.0
3641,61466.0,2019-04-18,1.5,13.5,172.0,84.0
1879,61470.0,2019-08-23,0.0,26.0,151.0,83.0
51,61612.0,2019-03-29,0.0,15.2,165.0,100.0
5371,61467.2,2019-09-11,0.0,20.4,85.0,
5280,61439.0,2019-06-19,0.6,18.1,144.0,85.0
5503,61512.0,2019-11-04,0.0,17.0,86.0,118.0
2802,61436.0,2020-02-27,0.0,13.6,62.0,68.0
3880,61395.0,2019-05-16,0.0,14.7,230.0,96.0
1558,61461.0,2019-06-26,0.5,18.1,144.0,85.0
745,61400.0,2020-03-31,0.1,8.4,82.0,74.0
4507,61393.0,2020-03-30,5.3,11.1,,74.0
4365,61406.0,2020-01-27,,13.4,32.0,101.0
1467,61532.0,2019-05-17,,13.9,230.0,96.0
2226,61469.4,2019-11-13,0.0,16.0,86.0,118.0
195,61470.0,2019-06-28,0.0,19.7,144.0,85.0
4531,61386.0,2020-04-17,2.2,14.7,28.0,71.0
5100,61458.0,2019-06-06,3.4,14.7,144.0,85.0
5386,61388.0,2019-09-11,0.0,20.4,85.0,85.0
802,61514.0,2020-04-30,0.1,15.4,28.0,71.0
6249,61433.0,2019-06-25,0.0,19.1,144.0,85.0
3995,61532.0,2019-08-29,0.0,21.0,151.0,83.0
5025,61583.0,2019-05-22,0.0,17.4,230.0,96.0
644,61435.0,2020-01-10,0.0,10.7,32.0,101.0
5543,61470.0,2019-12-20,15.8,14.9,36.0,89.0
4694,61479.0,2020-05-06,0.0,17.0,79.0,36.0
2132,61468.0,2019-11-06,0.0,16.0,86.0,118.0
4348,61438.0,2020-01-27,2.7,13.4,,101.0
120,61469.0,2019-03-29,0.0,15.2,165.0,100.0
1777,61452.0,2019-12-11,0.0,12.0,36.0,89.0
5060,61503.0,2019-05-24,0.0,16.7,230.0,96.0
5040,61436.0,2019-05-22,0.0,17.4,230.0,
2596,61490.0,2020-01-24,,9.7,32.0,101.0
3570,61500.0,2019-04-11,0.0,12.7,172.0,84.0
134,61418.0,2019-03-29,0.0,15.2,165.0,100.0
4984,61435.0,2019-04-30,0.0,15.5,172.0,84.0
2699,61419.0,2020-01-28,,14.0,32.0,101.0
2465,61533.0,2019-11-30,0.0,16.0,86.0,118.0
62,61522.0,2019-03-29,0.0,15.2,165.0,100.0
5456,61405.0,2019-09-25,0.0,17.7,85.0,
4385,61489.0,2020-02-13,0.9,13.3,62.0,68.0
2671,61519.0,2020-01-28,0.8,14.0,32.0,101.0
679,61418.0,nan,5.1,13.4,32.0,101.0
4504,61527.0,2020-03-30,5.3,11.1,82.0,74.0
6009,61480.0,2020-04-03,0.0,14.0,28.0,71.0
1211,61437.0,2019-09-02,0.0,23.0,85.0,85.0
6039,61421.0,nan,0.0,19.0,79.0,36.0
5913,61467.0,2020-02-17,1.0,13.5,62.0,68.0
567,61512.0,2019-09-27,0.0,18.6,85.0,85.0
1873,61441.0,2019-08-23,0.0,26.0,151.0,83.0
2615,61421.0,2020-01-24,3.6,9.7,32.0,101.0
1717,61422.0,2020-01-31,7.3,14.4,32.0,101.0
1392,61480.8,2019-08-22,0.0,25.9,151.0,83.0
4702,61423.0,2020-05-06,0.0,17.0,79.0,36.0
6021,61457.6,2020-04-27,0.6,13.9,28.0,71.0
489,61500.0,2019-06-07,0.0,15.1,144.0,
4299,61489.0,2019-12-19,,16.0,,89.0
690,61562.0,2020-01-30,5.1,13.4,32.0,101.0
5551,61480.0,2019-12-20,15.8,14.9,36.0,89.0
602,61387.0,2019-11-12,0.0,14.0,86.0,118.0
4055,61483.0,2019-11-07,0.0,15.0,86.0,118.0
3404,61466.0,2019-03-06,11.8,12.1,165.0,100.0
3268,61513.0,2019-02-07,0.0,11.8,87.0,64.0
4828,61417.0,2019-02-12,0.0,12.6,87.0,64.0
1187,61389.0,nan,0.0,23.0,85.0,85.0
274,61493.0,2019-09-30,0.0,19.5,,85.0
3153,61405.0,2019-01-31,13.5,12.8,55.0,97.0
1361,61482.0,2019-08-22,0.0,25.9,151.0,83.0
2339,61515.0,2019-11-26,0.0,17.0,,118.0
1526,61533.0,2019-10-30,0.0,19.0,87.0,239.0
2633,61395.0,2020-01-24,3.6,9.7,32.0,101.0
2845,61440.0,2020-02-28,0.0,12.6,62.0,68.0
5571,61449.0,2019-12-30,0.0,11.5,36.0,89.0
4791,61535.0,2019-01-28,0.0,11.5,55.0,97.0
4306,61527.0,2019-12-19,0.0,16.0,36.0,89.0
5903,61513.0,2020-02-17,1.0,13.5,62.0,68.0
4706,61465.0,2020-05-06,0.0,17.0,79.0,36.0
945,61491.0,2019-08-30,0.0,22.2,151.0,83.0
5859,61489.0,2020-02-06,0.0,13.3,62.0,
3639,61482.0,2019-04-18,1.5,,172.0,84.0
5693,61500.0,2020-03-05,0.9,13.4,,74.0
68,61625.0,2019-03-29,0.0,15.2,165.0,100.0
4588,61466.0,nan,2.1,13.2,,71.0
4450,61398.0,2020-03-27,0.0,12.3,82.0,74.0
1598,61407.0,2019-03-12,0.0,13.0,165.0,100.0
4260,61466.0,2019-12-09,0.0,14.0,36.0,89.0
3307,61387.0,2019-02-15,0.0,12.7,,
5602,61436.0,2020-01-14,0.8,12.2,32.0,101.0
1503,61459.0,2019-10-30,0.0,19.0,87.0,239.0
2302,61458.0,2019-11-26,0.0,17.0,86.0,
150,61330.0,2019-03-29,0.0,15.2,165.0,100.0
2264,61448.0,2019-11-14,0.0,13.0,86.0,118.0
2086,61438.0,2019-09-12,0.0,24.7,85.0,
5718,61467.0,2020-03-05,0.9,13.4,82.0,74.0
5414,61495.0,2019-09-18,0.0,19.0,85.0,85.0
5091,61399.0,2019-06-06,3.4,14.7,144.0,85.0
859,61480.0,2019-11-22,0.0,16.0,86.0,118.0
4017,61390.0,2019-11-05,0.0,16.0,86.0,118.0
4506,61389.0,2020-03-30,5.3,11.1,82.0,74.0
4291,61494.0,2019-12-19,0.0,16.0,36.0,89.0
366,61512.0,2019-09-30,0.0,19.5,85.0,85.0
1432,61460.0,2019-05-17,0.0,13.9,230.0,96.0
4382,61449.0,nan,0.9,,62.0,68.0
1779,61479.0,2019-12-11,0.0,12.0,36.0,
3567,61488.0,2019-04-11,0.0,12.7,,84.0
4446,61390.0,2020-03-27,0.0,12.3,82.0,74.0
1818,61407.0,2019-12-11,0.0,12.0,36.0,89.0
3904,61387.0,2019-05-16,,14.7,230.0,96.0
841,61422.0,2020-05-14,0.0,14.0,79.0,36.0
1189,61405.0,2019-09-02,0.0,23.0,85.0,85.0
175,61511.0,2019-06-28,0.0,19.7,144.0,85.0
5082,61515.0,2019-05-24,0.0,16.7,230.0,96.0
2093,61483.0,2019-11-06,0.0,16.0,86.0,118.0
2357,61426.0,2019-11-27,0.0,15.0,86.0,118.0
5183,61392.0,2019-06-12,0.0,15.5,144.0,85.0
2951,61385.0,2020-03-09,0.0,13.5,,74.0
1030,57651.2,2019-08-27,0.0,19.5,151.0,83.0
6030,61457.0,2020-04-27,0.6,13.9,28.0,71.0
300,61474.0,2019-09-30,0.0,19.5,85.0,85.0
1472,61385.0,2019-10-30,0.0,19.0,87.0,239.0
283,61393.0,2019-09-30,0.0,19.5,85.0,85.0
5957,61480.0,2020-03-20,1.1,11.9,82.0,74.0
2770,61447.0,2020-02-27,,13.6,62.0,68.0
5531,61387.0,2019-12-20,15.8,14.9,,89.0
1813,61448.0,2019-12-11,0.0,12.0,36.0,89.0
1271,61386.0,2019-11-21,0.0,14.0,86.0,118.0
2167,61464.0,nan,0.0,13.0,86.0,118.0
5154,61425.0,2019-06-12,0.0,,144.0,85.0
2895,61449.0,2020-02-28,0.0,12.6,62.0,68.0
2008,61487.0,2019-08-28,0.0,20.1,151.0,83.0
3479,61494.0,2019-03-11,0.0,15.0,165.0,100.0
2594,61488.0,2020-01-24,3.6,9.7,32.0,101.0
5716,61434.0,2020-03-05,0.9,13.4,82.0,74.0
2542,61418.0,nan,0.1,14.8,32.0,101.0
99,61442.2,2019-03-29,0.0,15.2,165.0,100.0
6034,61435.0,2020-05-04,0.0,19.0,79.0,36.0
744,61396.0,2020-03-31,0.1,8.4,82.0,74.0
5807,61468.0,2019-05-20,0.0,15.4,230.0,96.0
480,61528.0,2019-06-07,0.0,15.1,144.0,
5550,61535.0,2019-12-20,15.8,14.9,36.0,89.0
6097,61532.0,2020-03-26,0.0,12.4,82.0,74.0
4418,61459.0,2020-02-21,0.0,15.0,62.0,68.0
1157,61466.0,2019-04-10,1.2,12.5,172.0,84.0
1437,61531.0,2019-05-17,0.0,13.9,230.0,96.0
3258,61439.0,2019-02-07,0.0,11.8,87.0,64.0
402,61529.0,2019-05-13,0.0,25.8,230.0,96.0
949,61527.0,2019-08-30,0.0,22.2,151.0,83.0
2067,61457.0,2019-09-12,0.0,24.7,85.0,85.0
4378,61467.0,2020-01-27,2.7,13.4,32.0,101.0
668,61464.0,2020-01-30,5.1,13.4,32.0,101.0
218,61594.0,2019-06-28,0.0,19.7,144.0,85.0
1962,61405.0,2019-08-26,0.0,20.4,151.0,83.0
3892,61511.0,2019-05-16,0.0,14.7,230.0,
3618,61419.0,2019-04-18,1.5,,172.0,84.0
5641,61418.0,2020-01-29,0.0,13.7,32.0,
5364,61390.0,nan,0.0,20.4,85.0,85.0
