,white_king_col,white_king_row,white_rook_col,white_rook_row,black_king_col,black_king_row
1827,d,1,e,7,g,8
24235,d,1,a,5,a,7
2825,c,1,e,3,a,2
6179,d,3,f,6,h,2
12770,d,3,g,5,a,6
3483,d,1,c,3,h,1
24697,d,1,e,1,b,4
17083,b,1,c,1,b,6
1943,d,1,g,7,h,8
22267,b,2,b,3,g,5
25940,a,1,h,3,g,7
16356,d,3,d,8,f,4
26783,b,2,g,6,e,3
5955,d,3,a,5,f,4
4720,d,1,b,4,a,7
15423,d,1,g,3,a,8
17701,b,2,d,7,h,6
22430,b,2,e,3,e,5
26050,b,1,b,2,a,5
16705,d,4,b,6,c,6
27341,d,1,b,2,d,6
10801,b,2,h,4,d,2
24502,d,1,c,2,c,4
16756,a,1,a,4,c,2
9961,d,3,f,7,g,5
14129,c,1,h,1,h,6
10463,b,1,a,8,a,5
18695,c,2,c,4,d,7
239,b,1,b,5,a,4
2012,d,2,a,6,c,7
10008,d,3,g,7,b,2
6084,d,3,c,8,a,1
5096,d,4,e,3,g,1
15016,c,3,e,3,a,4
27509,d,1,e,7,c,7
12374,d,3,a,5,a,8
8688,b,2,h,4,h,1
2447,d,3,d,6,a,6
6095,d,3,d,2,b,2
18151,c,1,e,4,c,8
1498,c,3,f,1,d,1
27459,d,1,c,7,d,7
19911,d,1,h,5,c,6
15971,d,2,h,7,a,7
6892,c,1,a,7,e,1
2733,d,4,g,4,f,3
8827,c,1,h,8,g,1
4851,d,2,h,6,g,1
13209,a,1,d,7,c,2
23218,c,1,e,7,g,4
13685,b,2,e,8,h,2
5042,d,3,h,6,a,3
15631,d,2,c,5,h,6
8570,b,2,a,1,d,1
2485,d,3,e,7,h,7
6760,b,2,a,1,d,1
12645,d,3,e,3,a,6
3328,d,2,f,8,a,1
24486,d,1,c,1,e,7
22205,b,2,a,3,d,3
24651,d,1,d,7,g,4
3519,d,1,f,1,g,1
829,c,1,c,3,b,3
3988,d,1,a,5,b,1
27533,d,1,f,2,d,6
26014,b,1,a,6,f,6
4653,c,2,e,5,b,4
27457,d,1,c,7,g,5
10768,b,2,f,2,g,8
4490,a,1,a,2,e,1
11607,c,3,g,8,e,1
19433,c,3,h,6,e,4
25060,d,1,h,1,c,7
24963,d,1,g,4,a,4
8354,a,1,d,4,h,1
6292,d,4,b,5,b,1
11014,c,1,f,8,f,2
18872,c,2,e,8,d,6
7337,c,3,g,4,h,6
12573,d,3,d,4,g,7
6906,c,1,b,4,e,2
23467,c,1,g,8,a,4
21535,b,1,b,6,b,2
25515,a,1,a,3,f,4
6802,b,2,c,4,h,1
20887,d,3,c,3,f,5
5045,d,3,h,7,a,8
12403,d,3,a,8,h,7
24407,d,1,b,4,a,7
25952,a,1,h,5,d,3
12892,d,4,a,1,g,4
17867,c,1,a,5,d,6
3429,c,1,b,2,g,1
16213,d,3,c,1,f,5
14095,c,1,g,3,d,8
7790,d,3,e,8,h,3
16707,d,4,c,3,f,5
18025,c,1,d,3,b,7
21303,b,1,a,1,h,8
7898,d,4,a,1,g,2
24662,d,1,d,7,h,7
27596,d,1,g,1,c,6
13566,b,2,a,1,g,4
18926,c,2,f,4,c,8
5764,d,1,g,1,b,3
18571,c,2,b,2,d,4
11368,c,2,h,2,b,8
23018,c,1,c,4,b,5
6148,d,3,e,5,f,2
25788,a,1,e,3,h,6
26298,b,1,d,5,e,3
27623,d,1,g,4,b,6
6425,d,4,e,8,b,2
15027,c,3,e,7,b,3
27727,a,1,c,6,d,3
25454,d,2,f,8,a,4
18866,c,2,e,8,c,4
353,b,1,d,7,d,8
11711,d,1,c,7,a,4
14386,c,2,d,4,c,4
22518,b,2,g,4,d,4
21408,b,1,a,6,g,5
24751,d,1,e,7,c,7
25158,d,1,h,4,b,6
10615,b,1,f,8,a,3
27256,c,1,g,7,c,4
14515,c,2,e,5,g,7
4275,d,3,b,3,b,1
24328,d,1,b,1,b,3
24390,d,1,b,3,f,3
8517,b,1,f,4,g,1
5359,c,1,e,6,g,1
12657,d,3,e,3,f,4
19357,c,3,f,1,h,5
3571,d,2,a,4,f,1
23945,c,2,f,8,f,5
12209,d,2,f,3,c,6
12978,d,4,c,1,f,4
12715,d,3,e,8,a,5
12333,d,3,a,2,g,8
25978,b,1,a,2,f,3
20847,d,2,h,8,b,6
20646,d,2,g,4,e,4
14978,c,3,d,6,h,5
24619,d,1,d,3,e,6
17668,b,2,c,8,h,5
9804,d,3,d,8,a,5
26733,b,2,c,8,b,3
12082,d,2,d,7,g,4
11983,d,2,b,6,g,7
9773,d,3,d,2,a,4
7467,d,2,c,5,g,3
17039,b,1,b,2,a,5
22269,b,2,b,4,a,4
22136,b,1,h,5,f,6
7,a,1,c,2,f,2
5331,c,1,c,5,e,1
1255,c,2,d,8,a,7
15017,c,3,e,3,g,5
3958,c,3,b,2,g,1
24088,c,2,h,8,h,3
2090,d,2,c,6,a,5
290,b,1,c,6,b,5
8474,b,1,c,7,a,8
24814,d,1,f,3,c,7
21873,b,1,f,2,c,8
1749,d,1,c,8,b,8
7341,c,3,g,6,e,1
10594,b,1,f,2,g,8
18741,c,2,d,1,d,7
4235,d,2,g,1,h,7
17978,c,1,c,5,h,6
2649,d,4,c,1,c,2
12609,d,3,e,1,d,6
6664,b,1,c,1,g,1
14702,c,2,h,1,h,6
8863,c,2,b,2,a,2
19197,c,2,h,8,b,4
25435,d,2,f,7,d,5
21252,a,1,h,5,f,4
6836,b,2,e,4,h,3
7901,d,4,a,1,g,1
5923,d,2,h,4,h,2
26167,b,1,c,3,a,5
15090,c,3,h,4,a,6
21844,b,1,e,8,c,3
25319,d,2,b,8,d,7
15063,c,3,g,7,g,3
6708,b,1,d,8,h,1
23254,c,1,f,1,g,8
20949,a,1,a,2,h,3
12749,d,3,f,7,b,7
6003,d,3,b,6,f,1
23219,c,1,e,7,g,5
15453,d,1,h,2,a,4
14272,c,2,b,2,h,8
3928,c,1,e,2,a,1
6757,b,1,h,3,d,1
15239,d,1,d,2,g,2
25089,d,1,h,2,e,8
27298,c,2,c,6,a,4
16995,b,1,a,3,b,3
14762,c,2,h,7,h,3
9934,d,3,f,2,a,7
8087,d,4,c,8,e,1
26043,b,1,b,2,a,6
9291,d,1,a,6,b,1
22882,c,1,b,3,f,6
4031,d,1,c,4,b,1
2375,d,3,b,4,a,5
25540,a,1,a,6,g,4
19832,d,1,f,8,a,8
3884,d,4,g,1,h,8
23586,c,1,h,4,a,7
21077,a,1,d,2,f,7
24808,d,1,f,3,b,4
18779,c,2,d,3,g,8
16497,d,3,g,2,c,6
21154,a,1,e,7,c,1
18721,c,2,c,6,a,4
123,a,1,g,2,f,3
1405,c,2,g,6,g,5
24637,d,1,d,5,a,7
15430,d,1,g,6,b,3
13014,d,4,c,8,g,4
8238,d,4,f,4,h,5
10656,b,1,h,8,a,4
10650,b,1,h,4,h,2
23185,c,1,e,5,a,7
13735,b,2,f,6,h,3
19910,d,1,h,5,b,5
25234,d,1,h,8,d,7
10359,a,1,d,3,f,1
11327,c,2,g,2,g,7
8477,b,1,c,7,f,1
1768,d,1,d,5,c,6
27934,a,1,h,7,g,5
17856,c,1,a,3,h,5
2322,d,3,a,2,a,1
1243,c,2,d,6,e,7
8282,d,4,h,3,d,1
9826,d,3,e,2,a,5
21345,b,1,a,3,g,3
24134,d,1,a,1,e,6
23977,c,2,g,2,f,5
17074,b,1,b,6,c,8
7978,d,4,b,2,h,7
900,c,1,d,6,e,6
12883,d,3,h,8,d,8
4410,d,3,g,5,a,8
2255,d,2,g,5,h,5
3769,d,3,d,8,a,1
2806,c,2,a,5,e,2
2681,d,4,f,1,e,2
20474,d,2,f,1,d,6
19672,d,1,d,8,a,8
18328,c,1,h,5,b,6
25505,a,1,a,2,e,4
19635,d,1,d,5,c,7
20952,a,1,a,2,h,6
3960,c,3,c,2,f,1
3314,d,2,f,2,b,1
12965,d,4,b,6,c,3
26599,b,1,h,2,d,6
23332,c,1,f,8,h,8
15459,d,1,h,2,h,5
22798,c,1,a,8,c,6
14960,c,3,d,4,b,4
27764,a,1,d,2,f,4
14406,c,2,d,6,a,4
27592,d,1,f,8,f,5
14689,c,2,g,8,f,8
6700,b,1,d,4,g,3
24355,d,1,b,1,h,7
12994,d,4,c,3,f,3
17466,b,1,g,7,g,3
11502,c,3,e,2,a,7
6077,d,3,c,7,g,8
18078,c,1,e,1,b,6
7431,d,1,h,4,g,2
16008,d,3,a,2,f,5
22414,b,2,d,7,g,6
11165,c,2,d,6,a,4
17223,b,1,e,1,a,4
6062,d,3,c,6,a,8
8604,b,2,b,5,g,1
12659,d,3,e,3,b,6
10061,d,4,a,1,g,2
25106,d,1,h,3,c,3
19638,d,1,d,5,b,4
24207,d,1,a,4,b,6
18426,c,2,a,2,h,4
17546,b,1,h,8,h,2
17491,b,1,h,2,h,6
22121,b,1,h,5,a,3
4241,d,2,g,4,a,7
21131,a,1,e,3,g,7
3237,d,1,d,2,a,1
11928,d,2,a,4,g,8
26409,b,1,f,5,b,4
13883,c,1,c,8,h,3
16583,d,3,h,1,b,6
3162,c,3,d,2,b,1
11061,c,1,h,7,f,8
22876,c,1,b,3,e,6
23761,c,2,b,8,d,6
13218,a,1,e,4,c,1
23721,c,2,b,3,f,4
24042,c,2,h,1,e,5
24281,d,1,a,7,e,4
7090,c,2,d,4,b,8
6649,b,1,b,4,h,1
18348,c,1,h,5,e,8
18253,c,1,g,1,b,7
25857,a,1,e,8,e,2
25159,d,1,h,5,f,5
1077,c,1,g,7,a,6
8145,d,4,d,7,h,6
16457,d,3,f,8,c,6
3826,d,3,g,4,a,3
15356,d,1,e,6,h,7
5857,d,2,c,4,a,8
23817,c,2,c,7,f,7
6061,d,3,c,6,c,7
3207,d,3,b,5,b,1
21079,a,1,d,3,h,7
11547,c,3,f,2,e,5
12377,d,3,a,5,f,7
9237,c,3,f,3,h,7
16060,d,3,a,6,e,5
2150,d,2,e,5,e,6
21733,b,1,d,8,a,8
17990,c,1,c,6,h,3
19849,d,1,g,3,a,7
3489,d,1,d,4,a,1
27381,d,1,b,7,a,5
26336,b,1,e,2,b,4
5887,d,2,d,6,h,2
17544,b,1,h,8,f,2
17870,c,1,a,5,e,2
12654,d,3,e,3,b,6
21150,a,1,e,6,h,3
6346,d,4,d,1,f,2
5477,c,2,c,4,a,4
2380,d,3,b,5,a,6
11038,c,1,g,5,g,1
25957,a,1,h,5,d,6
27357,d,1,b,6,a,5
19266,c,3,b,7,a,4
3529,d,1,f,5,b,1
4420,d,3,g,8,g,4
604,b,2,e,2,h,2
4149,d,2,b,6,g,1
27498,d,1,e,6,b,6
9992,d,3,g,4,b,4
11776,d,1,e,4,f,8
12711,d,3,e,8,f,5
875,c,1,d,3,e,2
11450,c,3,c,5,g,6
18113,c,1,e,2,g,4
13498,b,1,g,2,e,8
16660,d,3,h,6,e,6
2467,d,3,e,5,e,6
11006,c,1,f,7,g,2
15503,d,1,h,8,h,2
7882,d,3,h,5,a,8
6593,d,4,h,7,c,1
24093,c,3,c,6,b,4
26300,b,1,d,5,f,4
3724,d,3,c,1,a,1
10562,b,1,d,8,a,4
25709,a,1,d,2,f,5
21650,b,1,c,7,e,4
27957,b,1,c,2,a,3
14659,c,2,g,2,b,6
10362,a,1,d,4,c,1
24311,d,1,a,8,d,6
1365,c,2,g,1,f,1
21222,a,1,g,7,e,1
575,b,2,d,1,d,2
3204,d,3,b,3,b,1
1023,c,1,f,8,f,7
15276,d,1,d,6,a,7
18886,c,2,f,1,e,7
4442,d,4,a,2,c,1
22193,b,2,a,1,e,5
12785,d,3,g,7,a,5
8403,b,1,a,4,g,3
23709,c,2,b,2,d,5
25310,d,2,b,7,d,6
27698,a,1,b,8,h,3
20858,d,2,h,8,g,3
19774,d,1,e,6,g,3
2065,d,2,b,7,a,8
20621,d,2,g,3,e,4
15035,c,3,e,8,g,3
913,c,1,d,8,b,7
10356,a,1,c,8,c,1
5061,d,4,b,4,f,2
5859,d,2,c,4,b,7
1859,d,1,f,4,b,3
509,b,1,g,5,f,4
18334,c,1,h,5,b,6
21705,b,1,d,5,b,2
23376,c,1,g,3,c,5
15402,d,1,f,5,f,4
23080,c,1,d,3,a,4
5245,b,2,b,3,h,2
12908,d,4,a,3,b,5
2814,c,3,e,1,a,1
13022,d,4,d,1,g,6
12396,d,3,a,8,e,8
22714,c,1,a,4,e,6
11973,d,2,b,4,a,7
16777,a,1,b,2,g,2
9851,d,3,e,3,b,3
12829,d,3,h,3,a,7
22006,b,1,g,5,a,4
13551,b,1,h,6,c,8
2697,d,4,f,4,f,3
4534,b,2,h,2,f,1
24389,d,1,b,3,a,8
21809,b,1,e,6,a,8
15952,d,2,h,5,e,6
11919,d,2,a,3,g,4
16889,a,1,f,4,g,2
6939,c,1,c,4,a,8
27029,c,1,d,4,a,6
4550,c,1,b,3,c,5
6624,a,1,e,2,c,1
19788,d,1,e,7,a,5
15110,c,3,h,8,e,5
2220,d,2,f,8,f,7
7576,d,3,a,6,h,6
27089,c,1,e,7,d,5
24399,d,1,b,4,a,7
15860,d,2,f,8,f,5
19696,d,1,e,1,g,6
5719,d,1,b,5,f,2
902,c,1,d,7,c,6
15495,d,1,h,7,a,2
6501,d,4,f,8,c,2
14476,c,2,e,2,c,7
24598,d,1,c,8,a,8
6912,c,1,b,5,h,2
513,b,1,g,5,g,6
23098,c,1,d,5,f,3
8729,c,1,c,2,b,4
2115,d,2,d,5,d,6
8618,b,2,c,1,f,1
18848,c,2,e,6,b,5
3501,d,1,e,1,a,1
9401,d,1,h,4,h,8
5652,c,3,f,3,d,1
251,b,1,b,6,b,7
26737,b,2,d,6,e,5
2915,c,1,e,1,a,1
15510,d,2,a,1,g,8
9739,d,3,b,2,b,8
18687,c,2,c,3,g,8
19009,c,2,g,4,b,5
15624,d,2,c,3,g,8
5888,d,2,d,7,f,2
1601,c,3,h,4,b,4
20841,d,2,h,7,f,7
6872,b,2,h,3,h,2
17766,b,2,e,8,h,2
2338,d,3,a,5,h,6
3157,c,3,c,5,g,1
14712,c,2,h,2,a,2
17333,b,1,e,8,g,2
20785,d,2,h,4,b,6
25370,d,2,d,1,f,4
22287,b,2,b,7,g,6
8704,c,1,a,5,g,2
7545,d,2,h,7,g,8
16090,d,3,a,8,e,5
1256,c,2,d,8,e,8
11152,c,2,d,2,f,3
23166,c,1,e,3,c,4
2992,c,2,g,8,a,2
263,b,1,b,8,b,7
13499,b,1,g,3,a,8
9648,d,2,f,8,h,3
25271,d,2,a,6,c,5
1097,c,1,h,3,a,3
4291,d,3,b,8,b,3
24800,d,1,f,2,c,8
25610,a,1,b,5,d,1
27299,c,2,c,6,a,4
3336,d,2,g,3,b,1
16579,d,3,g,8,g,4
10351,a,1,c,5,g,1
25758,a,1,d,8,d,2
22183,b,1,h,8,h,5
20974,a,1,a,7,c,2
24343,d,1,b,1,f,3
10840,c,1,c,5,e,4
26796,b,2,g,7,f,5
27398,d,1,c,1,c,4
9913,d,3,f,1,b,4
16196,d,3,b,8,c,6
25526,a,1,a,4,g,5
27146,c,1,f,6,a,4
4705,c,3,g,5,h,1
12092,d,2,d,8,c,4
4510,b,1,b,2,g,1
10185,d,4,d,8,g,3
8460,b,1,c,4,f,1
3821,d,3,g,2,d,1
15692,d,2,d,6,c,4
11677,d,1,c,2,g,2
10853,c,1,c,7,g,2
11285,c,2,f,3,c,7
4634,c,2,c,3,a,2
1047,c,1,g,3,h,2
14085,c,1,f,7,h,6
9353,d,1,d,5,h,4
8255,d,4,f,7,f,4
4475,d,4,g,2,e,1
26245,b,1,c,8,c,4
2546,d,3,g,2,a,1
18900,c,2,f,2,a,7
12825,d,3,h,3,a,8
17176,b,1,d,6,a,8
12372,d,3,a,5,h,6
18392,c,2,a,1,e,3
3012,c,3,b,8,b,1
23899,c,2,f,1,a,4
9072,c,3,a,1,h,2
7217,c,3,a,2,h,2
16443,d,3,f,5,d,6
14967,c,3,d,4,g,6
1090,c,1,h,2,a,1
12052,d,2,d,5,d,6
24224,d,1,a,4,f,4
13614,b,2,c,1,h,3
4010,d,1,b,5,f,1
25533,a,1,a,6,d,3
26708,b,2,c,3,d,3
7640,d,3,c,2,f,3
7277,c,3,c,6,h,1
15065,c,3,g,8,g,4
10980,c,1,f,2,h,7
19313,c,3,d,1,h,5
11007,c,1,f,7,e,3
14558,c,2,e,7,a,3
22684,c,1,a,3,c,8
8952,c,2,d,7,a,4
10263,d,4,g,8,e,2
23565,c,1,h,3,a,8
8241,d,4,f,4,h,8
8725,c,1,c,2,c,4
21611,b,1,c,4,b,6
13175,a,1,a,7,h,1
19862,d,1,g,5,a,8
26201,b,1,c,5,a,5
19947,d,1,h,8,b,6
13471,b,1,f,5,d,2
810,c,1,b,6,e,5
19906,d,1,h,4,h,7
13352,b,1,d,4,e,2
3714,d,3,b,3,a,6
25029,d,1,g,8,a,8
224,b,1,a,8,b,7
11611,c,3,g,8,g,1
3846,d,3,g,8,c,1
14668,c,2,g,5,a,6
5348,c,1,d,7,f,1
14128,c,1,h,1,g,5
14941,c,3,d,1,g,6
21782,b,1,e,5,b,3
15244,d,1,d,2,h,7
1504,c,3,f,2,g,3
7107,c,2,d,6,a,1
3018,c,3,c,7,c,1
17137,b,1,d,4,g,5
7499,d,2,d,5,g,4
8829,c,2,a,1,a,2
21998,b,1,g,5,c,6
17372,b,1,f,4,f,2
17469,b,1,g,8,e,8
3261,d,1,h,2,f,1
22870,c,1,b,3,a,6
9149,c,3,c,1,a,2
9682,d,2,h,5,h,3
15274,d,1,d,6,h,2
14651,c,2,g,1,b,4
1771,d,1,d,5,e,4
19652,d,1,d,6,f,8
1377,c,2,g,2,a,3
21896,b,1,f,4,e,8
8483,b,1,c,8,h,7
23239,c,1,e,8,c,6
4159,d,2,c,2,f,1
18957,c,2,g,1,c,8
11428,c,3,b,5,h,4
27877,a,1,g,7,f,4
11333,c,2,g,4,c,4
16501,d,3,g,2,e,6
22024,b,1,g,7,h,7
4217,d,2,e,5,h,1
14814,c,3,a,6,e,3
12451,d,3,b,5,a,5
20985,a,1,a,8,f,6
11782,d,1,e,4,d,7
6870,b,2,h,3,d,2
12078,d,2,d,7,a,7
21824,b,1,e,7,a,5
15443,d,1,g,8,g,1
18516,c,2,a,8,b,8
17068,b,1,b,6,c,8
17656,b,2,c,5,h,6
9056,c,2,h,7,e,8
3511,d,1,e,5,a,1
21161,a,1,e,8,f,1
433,b,1,f,2,g,2
6603,d,4,h,8,f,2
27974,b,1,c,6,f,4
8670,b,2,g,5,h,2
25768,a,1,d,8,g,4
26916,c,1,b,8,d,7
12344,d,3,a,3,g,8
27090,c,1,e,7,g,5
19114,c,2,h,2,b,7
15535,d,2,a,5,a,8
1535,c,3,f,6,g,7
2878,c,3,a,4,d,1
5140,d,4,g,2,h,6
7427,d,1,g,6,h,8
25759,a,1,d,8,d,3
1272,c,2,e,4,d,5
21092,a,1,d,5,h,2
6307,d,4,b,7,h,2
10062,d,4,a,1,f,2
5836,d,2,b,6,b,2
18781,c,2,d,3,h,5
3652,d,2,g,4,a,2
22366,b,2,d,2,e,5
6340,d,4,c,8,c,2
1616,c,3,h,7,a,7
20386,d,2,d,7,h,6
20945,d,3,g,8,a,6
5139,d,4,g,2,h,5
21934,b,1,g,1,d,2
12117,d,2,e,2,g,7
11943,d,2,a,6,d,8
21090,a,1,d,4,h,7
9093,c,3,a,6,f,1
26008,b,1,a,6,a,4
1334,c,2,f,4,d,4
7353,c,3,h,4,e,3
27424,d,1,c,4,e,5
20481,d,2,f,1,a,7
18785,c,2,d,5,b,7
5714,d,1,b,3,a,5
15337,d,1,e,3,a,3
15603,d,2,b,6,e,7
14614,c,2,f,5,c,8
22050,b,1,h,1,d,7
17180,b,1,d,6,a,7
24999,d,1,g,6,b,3
4556,c,1,b,3,a,2
7755,d,3,e,3,b,8
15894,d,2,g,6,b,8
13977,c,1,d,8,a,3
7745,d,3,e,1,b,7
7884,d,3,h,6,a,7
22580,b,2,h,4,a,7
6812,b,2,c,8,d,1
10904,c,1,d,7,a,2
5194,b,1,a,3,d,1
27689,a,1,b,6,g,4
22382,b,2,d,3,g,3
9618,d,2,f,5,f,4
4309,d,3,c,6,a,2
8295,d,4,h,4,f,1
27101,c,1,f,1,e,5
4028,d,1,c,4,b,1
15490,d,1,h,6,h,2
17986,c,1,c,6,f,7
25382,d,2,d,6,h,6
18738,c,2,c,8,a,7
22111,b,1,h,4,e,8
11416,c,3,b,1,e,3
10098,d,4,b,2,f,2
245,b,1,b,5,c,5
19819,d,1,f,5,a,3
5483,c,2,c,4,a,7
5324,c,1,c,4,f,1
10862,c,1,c,7,f,8
24580,d,1,c,6,b,4
13595,b,2,b,1,h,8
27461,d,1,c,8,g,5
28022,b,1,f,6,b,4
308,b,1,c,8,c,7
10389,a,1,g,2,g,7
7712,d,3,d,5,b,5
21358,b,1,a,4,c,5
10368,a,1,d,6,g,1
8293,d,4,h,4,f,2
8079,d,4,c,7,e,1
21971,b,1,g,3,a,8
4953,d,3,e,8,g,1
11791,d,1,e,7,g,8
14213,c,2,a,4,f,5
11869,d,1,f,8,h,2
7997,d,4,b,4,h,5
24152,d,1,a,2,c,4
8124,d,4,d,5,g,7
3105,d,2,b,3,e,1
7201,c,2,h,4,f,3
23716,c,2,b,2,d,4
10981,c,1,f,2,e,8
16700,d,4,a,6,f,5
21527,b,1,b,5,e,6
14467,c,2,e,2,g,4
21021,a,1,b,8,h,6
10742,b,2,e,4,e,2
24500,d,1,c,1,h,8
19677,d,1,e,1,d,7
25733,a,1,d,5,f,5
7302,c,3,e,6,h,2
2405,d,3,c,1,f,2
7260,c,3,b,7,h,2
17538,b,1,h,8,e,8
2577,d,3,g,5,a,6
26720,b,2,c,6,e,3
19339,c,3,d,7,f,3
23076,c,1,d,3,a,6
1362,c,2,f,8,f,7
4447,d,4,b,2,a,1
6112,d,3,d,5,b,2
18340,c,1,h,5,d,6
25172,d,1,h,6,d,4
12586,d,3,d,5,h,5
14293,c,2,b,5,f,7
6920,c,1,b,7,a,4
20198,d,2,b,5,e,6
23998,c,2,g,6,a,5
22428,b,2,e,2,b,4
24145,d,1,a,1,g,6
24378,d,1,b,3,c,6
8647,b,2,e,1,h,1
17192,b,1,d,8,c,4
2267,d,2,g,6,b,5
3929,c,1,f,2,e,1
22146,b,1,h,5,g,8
22251,b,2,b,1,e,3
22153,b,1,h,6,h,3
1166,c,2,b,5,h,6
6536,d,4,g,6,f,1
10099,d,4,b,2,f,2
25307,d,2,b,7,b,5
26812,b,2,h,3,e,4
11145,c,2,d,2,a,3
22674,c,1,a,3,a,4
7301,c,3,e,6,g,1
23877,c,2,d,7,a,2
21219,a,1,g,6,g,1
1419,c,2,g,8,f,8
20572,d,2,g,1,b,6
27434,d,1,c,6,a,3
22696,c,1,a,3,b,3
9755,d,3,c,4,b,7
20594,d,2,g,2,c,8
6428,d,4,e,8,g,1
17621,b,2,b,6,f,6
6951,c,1,c,6,a,2
14507,c,2,e,4,c,5
14280,c,2,b,4,g,8
17882,c,1,a,5,b,8
3353,d,2,h,3,a,2
21649,b,1,c,7,f,3
16417,d,3,f,3,d,5
24920,d,1,g,2,h,8
17567,b,2,a,4,h,7
15557,d,2,a,7,a,3
17448,b,1,g,4,d,2
2205,d,2,f,6,e,6
22664,c,1,a,2,b,5
15647,d,2,c,8,a,6
25653,a,1,c,1,h,5
23297,c,1,f,5,a,5
17016,b,1,a,5,b,8
25049,d,1,h,1,c,7
14463,c,2,e,2,f,7
7840,d,3,f,8,g,4
23826,c,2,c,8,h,3
9329,d,1,c,5,g,8
26533,b,1,g,6,f,5
6421,d,4,e,8,b,1
14578,c,2,e,8,f,2
10018,d,3,h,1,h,5
27188,c,1,f,8,e,3
4574,c,1,d,3,h,1
1371,c,2,g,2,f,2
27898,a,1,h,2,f,6
9419,d,2,a,2,h,3
8665,b,2,g,4,h,1
26321,b,1,d,8,h,5
656,b,2,f,5,c,4
6660,b,1,c,1,c,7
1205,c,2,c,6,c,7
12556,d,3,d,2,h,8
6677,b,1,c,3,e,1
23516,c,1,h,2,d,4
23494,c,1,h,1,e,8
27160,c,1,f,7,a,5
7417,d,1,f,7,a,1
20303,d,2,c,3,c,4
7917,d,4,a,3,e,1
11307,c,2,f,7,h,2
23543,c,1,h,3,a,3
26166,b,1,c,2,a,5
22638,c,1,a,1,a,4
13632,b,2,d,1,c,4
14058,c,1,f,4,c,8
4290,d,3,b,8,h,5
14008,c,1,e,3,h,8
15829,d,2,e,8,g,4
16886,a,1,f,4,d,2
18039,c,1,d,4,h,5
6453,d,4,f,4,d,1
25918,a,1,g,8,g,4
14192,c,2,a,2,f,8
16141,d,3,b,2,g,4
8873,c,2,b,6,e,2
6195,d,3,g,5,a,1
2927,c,1,f,7,a,1
21648,b,1,c,7,d,2
1870,d,1,f,6,e,5
6839,b,2,f,3,h,2
15548,d,2,a,5,h,6
4591,c,1,g,6,h,1
27065,c,1,d,8,f,2
21553,b,1,b,8,c,8
13530,b,1,h,2,g,8
5625,c,3,d,7,e,1
22223,b,2,a,6,h,3
586,b,2,d,3,e,3
1437,c,2,h,4,a,4
9320,d,1,c,3,a,3
14044,c,1,f,1,a,2
22567,b,2,h,2,g,7
3043,c,3,e,5,e,1
10227,d,4,f,2,g,3
7801,d,3,f,2,h,8
20117,d,2,b,2,b,4
16367,d,3,e,4,c,6
17962,c,1,b,8,b,6
8451,b,1,c,3,a,5
20731,d,2,h,1,g,3
18933,c,2,f,5,b,6
14181,c,2,a,1,b,6
27573,d,1,f,7,e,3
17427,b,1,f,8,g,1
6293,d,4,b,5,b,1
15895,d,2,g,6,b,8
14826,c,3,a,8,e,3
13111,d,4,g,8,g,4
18510,c,2,a,8,b,7
21507,b,1,b,4,g,4
18515,c,2,a,8,d,7
1187,c,2,b,8,c,8
27059,c,1,d,7,c,7
26661,b,1,h,7,e,6
6964,c,1,d,7,h,2
16362,d,3,d,8,g,5
14992,c,3,d,8,a,5
26350,b,1,e,6,b,5
27130,c,1,f,3,f,6
9100,c,3,a,7,f,2
21688,b,1,d,2,e,5
7447,d,2,b,7,a,8
16337,d,3,d,6,e,4
11932,d,2,a,5,b,3
19155,c,2,h,4,b,6
17553,b,2,a,2,d,3
12302,d,2,h,6,e,8
17034,b,1,a,8,a,6
16263,d,3,c,3,a,7
19099,c,2,h,2,c,6
28019,b,1,f,3,f,5
11369,c,2,h,3,b,7
17842,c,1,a,2,b,7
9426,d,2,a,6,a,2
27588,d,1,f,8,b,4
13079,d,4,e,7,f,5
15280,d,1,d,6,c,8
15968,d,2,h,6,h,8
12188,d,2,e,8,a,4
1039,c,1,g,2,g,1
2133,d,2,d,7,e,7
12953,d,4,b,3,g,3
14049,c,1,f,2,a,2
10045,d,3,h,6,b,7
3334,d,2,g,3,b,1
17574,b,2,a,5,h,6
8634,b,2,c,7,e,1
21073,a,1,d,2,h,3
8828,c,1,h,8,h,1
20680,d,2,g,7,c,7
826,c,1,b,8,b,7
3008,c,3,b,4,c,1
17873,c,1,a,5,c,5
3717,d,3,b,3,b,1
24669,d,1,d,8,a,5
1144,c,2,a,7,f,6
11331,c,2,g,3,a,7
16097,d,3,a,8,g,4
17970,c,1,c,3,a,4
4630,c,2,c,1,a,2
16511,d,3,g,2,g,6
1158,c,2,b,4,a,5
27650,d,1,g,7,e,6
18118,c,1,e,2,g,4
16416,d,3,f,3,b,6
9731,d,3,a,8,a,3
8413,b,1,a,7,f,1
24561,d,1,c,5,c,7
1302,c,2,e,8,a,7
4915,d,3,d,7,a,3
27917,a,1,h,6,e,3
27245,c,1,g,6,e,2
13441,b,1,f,1,h,5
264,b,1,b,8,a,8
1912,d,1,g,4,f,3
18461,c,2,a,4,f,7
3882,d,4,e,2,a,1
25254,d,2,a,1,e,5
21523,b,1,b,5,e,2
