,A1,A2,A3,A4,A5,A6,A7,A8,A9
43712,49.0,0.0,86.0,3.0,50.0,0.0,37.0,37.0,0.0
20427,37.0,0.0,106.0,-6.0,28.0,0.0,69.0,78.0,8.0
21808,50.0,3.0,77.0,0.0,50.0,0.0,28.0,28.0,0.0
4110,37.0,0.0,83.0,1.0,26.0,0.0,,,12.0
50150,53.0,-2.0,,0.0,54.0,0.0,25.0,24.0,0.0
3151,85.0,0.0,89.0,1.0,2.0,-4.0,4.0,86.0,82.0
21714,48.0,-3.0,77.0,0.0,46.0,0.0,28.0,30.0,2.0
50866,51.0,0.0,91.0,0.0,50.0,-7.0,40.0,42.0,2.0
46013,59.0,0.0,,-6.0,60.0,19.0,27.0,26.0,0.0
47252,44.0,0.0,,0.0,44.0,4.0,38.0,38.0,0.0
51096,44.0,5.0,78.0,0.0,44.0,11.0,34.0,34.0,0.0
31761,37.0,0.0,104.0,0.0,16.0,-11.0,66.0,88.0,
32257,37.0,0.0,96.0,,30.0,19.0,59.0,65.0,6.0
8763,55.0,0.0,77.0,0.0,18.0,10.0,22.0,59.0,38.0
37060,45.0,1.0,83.0,0.0,44.0,-6.0,,39.0,2.0
23454,53.0,1.0,79.0,0.0,54.0,0.0,25.0,24.0,0.0
29507,37.0,0.0,76.0,6.0,30.0,5.0,39.0,45.0,6.0
35176,56.0,0.0,,0.0,50.0,5.0,36.0,43.0,6.0
52133,44.0,0.0,83.0,0.0,44.0,21.0,39.0,39.0,0.0
56205,53.0,0.0,77.0,-2.0,54.0,4.0,25.0,,0.0
44705,55.0,0.0,91.0,0.0,54.0,-8.0,35.0,37.0,2.0
46927,85.0,-1.0,89.0,,2.0,-4.0,4.0,86.0,82.0
45219,45.0,0.0,83.0,-1.0,46.0,21.0,37.0,36.0,0.0
34796,37.0,0.0,95.0,0.0,10.0,5.0,57.0,84.0,28.0
49605,56.0,0.0,81.0,0.0,-10.0,-22.0,25.0,92.0,66.0
9826,56.0,1.0,82.0,0.0,56.0,,26.0,,0.0
24989,41.0,1.0,83.0,0.0,42.0,1.0,41.0,41.0,0.0
22935,37.0,0.0,78.0,0.0,12.0,-2.0,42.0,65.0,24.0
13842,40.0,0.0,78.0,-7.0,38.0,0.0,38.0,39.0,2.0
25023,55.0,0.0,,-1.0,8.0,-3.0,23.0,70.0,48.0
3031,38.0,2.0,83.0,0.0,38.0,26.0,45.0,44.0,0.0
28968,49.0,2.0,84.0,,50.0,20.0,35.0,35.0,
10390,56.0,0.0,91.0,0.0,-2.0,1.0,35.0,93.0,58.0
116,56.0,0.0,92.0,0.0,-2.0,-4.0,,95.0,58.0
5356,50.0,2.0,77.0,0.0,50.0,0.0,28.0,28.0,0.0
54855,39.0,0.0,81.0,3.0,,0.0,42.0,43.0,0.0
25303,38.0,0.0,77.0,3.0,,0.0,39.0,38.0,0.0
5405,38.0,0.0,86.0,0.0,38.0,7.0,48.0,47.0,0.0
11987,39.0,0.0,,2.0,38.0,0.0,39.0,39.0,0.0
47651,37.0,0.0,81.0,0.0,12.0,3.0,45.0,68.0,24.0
32988,,-3.0,104.0,0.0,24.0,,67.0,80.0,14.0
43172,37.0,,76.0,0.0,24.0,5.0,39.0,,14.0
20367,47.0,-1.0,,-1.0,46.0,-2.0,37.0,37.0,0.0
55111,43.0,0.0,76.0,0.0,44.0,22.0,33.0,32.0,
14700,55.0,0.0,77.0,0.0,42.0,-5.0,22.0,36.0,14.0
36543,49.0,0.0,77.0,0.0,,21.0,28.0,28.0,0.0
53832,37.0,,77.0,0.0,36.0,0.0,,41.0,0.0
33394,45.0,-5.0,81.0,0.0,44.0,-22.0,36.0,37.0,2.0
32310,55.0,0.0,92.0,-2.0,46.0,0.0,37.0,46.0,8.0
55447,56.0,0.0,79.0,2.0,8.0,0.0,24.0,72.0,48.0
3739,45.0,-4.0,83.0,0.0,46.0,11.0,37.0,,0.0
34411,,0.0,107.0,0.0,46.0,-23.0,58.0,60.0,2.0
6832,49.0,0.0,81.0,0.0,50.0,-4.0,32.0,32.0,0.0
12172,37.0,0.0,76.0,-5.0,30.0,14.0,39.0,,6.0
5568,,0.0,80.0,-5.0,46.0,,34.0,34.0,0.0
34823,41.0,0.0,81.0,0.0,42.0,25.0,41.0,40.0,0.0
28676,,-1.0,80.0,-1.0,-4.0,15.0,25.0,85.0,60.0
32421,37.0,0.0,,-2.0,24.0,0.0,,81.0,14.0
12514,51.0,-1.0,81.0,,52.0,6.0,30.0,30.0,0.0
42954,56.0,-1.0,87.0,0.0,56.0,7.0,31.0,30.0,0.0
31393,56.0,0.0,81.0,0.0,-6.0,21.0,25.0,,64.0
17483,56.0,2.0,96.0,0.0,54.0,6.0,40.0,42.0,2.0
54501,37.0,-5.0,77.0,0.0,28.0,0.0,40.0,48.0,8.0
54885,37.0,0.0,103.0,0.0,30.0,8.0,66.0,72.0,6.0
38151,51.0,0.0,88.0,0.0,52.0,23.0,37.0,36.0,0.0
47404,37.0,0.0,92.0,-2.0,18.0,,55.0,74.0,20.0
14710,83.0,0.0,86.0,-5.0,-2.0,24.0,3.0,88.0,86.0
46275,40.0,2.0,93.0,-1.0,38.0,0.0,53.0,55.0,2.0
24171,49.0,-5.0,77.0,0.0,50.0,4.0,29.0,28.0,0.0
33424,43.0,0.0,,-7.0,,0.0,33.0,35.0,2.0
18180,37.0,2.0,104.0,0.0,24.0,3.0,66.0,80.0,14.0
39375,85.0,-27.0,89.0,0.0,8.0,0.0,4.0,81.0,78.0
30665,43.0,-2.0,76.0,,42.0,-14.0,33.0,35.0,2.0
34931,47.0,-3.0,82.0,0.0,46.0,0.0,,35.0,0.0
39603,38.0,-3.0,,0.0,38.0,0.0,59.0,59.0,0.0
447,42.0,0.0,80.0,-7.0,,0.0,38.0,39.0,0.0
5907,83.0,0.0,86.0,0.0,-4.0,21.0,3.0,92.0,88.0
39413,82.0,0.0,85.0,0.0,-4.0,-26.0,3.0,90.0,88.0
686,46.0,,77.0,0.0,46.0,6.0,,31.0,0.0
23623,37.0,-4.0,80.0,0.0,34.0,1.0,43.0,46.0,4.0
54722,37.0,0.0,76.0,-4.0,24.0,0.0,40.0,53.0,
3647,,,85.0,0.0,52.0,-22.0,32.0,33.0,2.0
20889,48.0,-1.0,76.0,-1.0,,-1.0,28.0,30.0,2.0
44533,55.0,0.0,96.0,,54.0,16.0,41.0,42.0,2.0
17690,45.0,2.0,80.0,-1.0,44.0,0.0,35.0,36.0,2.0
25691,37.0,-25.0,,-2.0,36.0,,69.0,69.0,0.0
26094,84.0,-11.0,89.0,0.0,8.0,0.0,5.0,81.0,76.0
31243,42.0,-1.0,97.0,3.0,42.0,0.0,55.0,56.0,0.0
48794,48.0,-1.0,86.0,0.0,46.0,0.0,38.0,40.0,2.0
33164,48.0,0.0,83.0,8.0,46.0,0.0,35.0,37.0,2.0
44188,42.0,-2.0,76.0,1.0,42.0,0.0,34.0,35.0,0.0
5994,56.0,-3.0,97.0,5.0,44.0,10.0,41.0,53.0,12.0
57675,46.0,0.0,81.0,0.0,44.0,,35.0,,2.0
14664,56.0,-4.0,85.0,1.0,56.0,0.0,29.0,28.0,0.0
51102,37.0,0.0,103.0,0.0,26.0,6.0,66.0,77.0,12.0
9420,41.0,,77.0,0.0,42.0,17.0,36.0,35.0,0.0
47173,80.0,-3.0,84.0,-3.0,,9.0,5.0,128.0,124.0
10077,56.0,0.0,77.0,0.0,16.0,-19.0,22.0,62.0,40.0
26830,107.0,0.0,,-1.0,70.0,0.0,1.0,38.0,
17662,56.0,0.0,77.0,-1.0,12.0,0.0,22.0,65.0,42.0
35148,55.0,0.0,82.0,5.0,54.0,0.0,26.0,28.0,2.0
22348,56.0,0.0,77.0,0.0,18.0,19.0,22.0,59.0,38.0
57490,37.0,-3.0,,-1.0,8.0,3.0,53.0,82.0,30.0
30729,39.0,,79.0,-1.0,38.0,,40.0,40.0,0.0
42410,55.0,,96.0,1.0,42.0,0.0,41.0,55.0,14.0
2952,56.0,0.0,80.0,0.0,,-7.0,24.0,26.0,2.0
14302,37.0,0.0,77.0,0.0,28.0,20.0,40.0,48.0,8.0
52962,55.0,-2.0,77.0,0.0,16.0,-6.0,22.0,62.0,40.0
18417,55.0,0.0,79.0,,0.0,0.0,23.0,79.0,56.0
45990,56.0,0.0,97.0,6.0,50.0,0.0,41.0,48.0,8.0
32290,49.0,-1.0,81.0,0.0,46.0,-26.0,33.0,35.0,2.0
13131,58.0,0.0,86.0,0.0,56.0,-6.0,27.0,29.0,2.0
52926,48.0,0.0,94.0,0.0,46.0,-2.0,46.0,48.0,2.0
34106,55.0,0.0,98.0,0.0,52.0,-1.0,42.0,46.0,4.0
2195,56.0,0.0,78.0,-1.0,54.0,-11.0,22.0,24.0,2.0
37309,56.0,0.0,81.0,0.0,2.0,10.0,25.0,78.0,
55598,47.0,0.0,83.0,-2.0,46.0,,36.0,36.0,0.0
44844,43.0,0.0,80.0,-4.0,44.0,23.0,37.0,,0.0
17041,56.0,2.0,80.0,0.0,56.0,3.0,24.0,,0.0
27062,49.0,-2.0,77.0,1.0,50.0,0.0,28.0,28.0,0.0
8649,56.0,2.0,98.0,0.0,44.0,-26.0,42.0,54.0,12.0
6847,58.0,1.0,85.0,0.0,56.0,0.0,,28.0,
5504,39.0,1.0,81.0,-1.0,38.0,0.0,41.0,42.0,0.0
27864,46.0,0.0,83.0,-1.0,46.0,0.0,,36.0,0.0
30147,43.0,0.0,79.0,4.0,42.0,0.0,36.0,38.0,2.0
30760,37.0,0.0,86.0,5.0,36.0,0.0,50.0,50.0,0.0
39223,45.0,0.0,86.0,0.0,,-28.0,40.0,42.0,2.0
20237,84.0,-3.0,87.0,0.0,0.0,,3.0,87.0,84.0
19808,43.0,0.0,88.0,0.0,44.0,28.0,44.0,44.0,0.0
19368,37.0,0.0,77.0,0.0,-24.0,-13.0,41.0,103.0,62.0
38916,46.0,0.0,86.0,-3.0,,1.0,41.0,40.0,0.0
16768,48.0,-2.0,86.0,0.0,46.0,-1.0,39.0,40.0,2.0
14595,55.0,-1.0,97.0,-3.0,50.0,-4.0,42.0,48.0,6.0
45850,42.0,0.0,,-1.0,42.0,0.0,43.0,44.0,0.0
47830,46.0,2.0,83.0,0.0,46.0,11.0,37.0,36.0,0.0
20477,51.0,2.0,91.0,0.0,52.0,9.0,,39.0,0.0
1631,56.0,0.0,96.0,0.0,42.0,7.0,40.0,55.0,14.0
28186,43.0,1.0,86.0,0.0,42.0,-6.0,42.0,44.0,2.0
44201,55.0,0.0,79.0,,2.0,-26.0,23.0,,52.0
40457,,5.0,79.0,0.0,26.0,0.0,42.0,,12.0
32789,53.0,0.0,87.0,0.0,54.0,10.0,34.0,33.0,0.0
2510,48.0,5.0,102.0,0.0,46.0,0.0,54.0,55.0,2.0
839,56.0,4.0,91.0,0.0,56.0,6.0,35.0,,0.0
34026,49.0,,85.0,0.0,46.0,-30.0,36.0,39.0,2.0
27329,46.0,0.0,79.0,0.0,46.0,,,32.0,0.0
29088,49.0,3.0,84.0,0.0,50.0,24.0,35.0,35.0,0.0
45404,41.0,-5.0,75.0,0.0,42.0,0.0,34.0,34.0,
6763,39.0,4.0,86.0,0.0,38.0,0.0,47.0,48.0,0.0
48130,47.0,0.0,88.0,6.0,46.0,0.0,41.0,41.0,0.0
28260,41.0,0.0,89.0,0.0,38.0,-5.0,48.0,50.0,2.0
39010,37.0,0.0,96.0,0.0,30.0,3.0,,65.0,6.0
15368,45.0,4.0,87.0,0.0,44.0,-4.0,42.0,43.0,2.0
56856,51.0,0.0,81.0,0.0,50.0,-24.0,30.0,32.0,2.0
38639,37.0,0.0,97.0,0.0,30.0,18.0,60.0,66.0,6.0
11343,49.0,-2.0,,0.0,50.0,-1.0,28.0,28.0,0.0
40909,37.0,0.0,78.0,0.0,10.0,-22.0,41.0,68.0,26.0
55620,43.0,0.0,83.0,-2.0,42.0,-4.0,40.0,42.0,2.0
35445,44.0,2.0,83.0,-1.0,44.0,0.0,38.0,39.0,0.0
12928,37.0,0.0,77.0,-2.0,2.0,0.0,40.0,75.0,34.0
18633,37.0,5.0,75.0,0.0,36.0,0.0,38.0,39.0,0.0
47826,45.0,0.0,74.0,-7.0,44.0,0.0,30.0,,0.0
57081,51.0,0.0,,0.0,52.0,14.0,33.0,32.0,0.0
51188,37.0,0.0,78.0,0.0,6.0,-9.0,42.0,73.0,32.0
10388,43.0,-3.0,85.0,0.0,42.0,0.0,42.0,44.0,2.0
50872,56.0,0.0,95.0,-3.0,56.0,7.0,40.0,39.0,0.0
55254,51.0,1.0,80.0,0.0,52.0,9.0,29.0,28.0,0.0
11168,101.0,0.0,102.0,0.0,72.0,,1.0,29.0,28.0
26662,107.0,2.0,108.0,0.0,72.0,2.0,1.0,36.0,34.0
51616,50.0,0.0,108.0,7.0,50.0,,58.0,58.0,0.0
48558,37.0,-37.0,106.0,-3.0,34.0,-6.0,69.0,,4.0
31877,49.0,0.0,,0.0,50.0,22.0,58.0,58.0,0.0
7560,37.0,0.0,95.0,0.0,18.0,9.0,58.0,77.0,20.0
1846,52.0,-5.0,86.0,0.0,52.0,0.0,35.0,35.0,0.0
40137,48.0,0.0,90.0,0.0,46.0,0.0,42.0,43.0,2.0
45589,58.0,0.0,86.0,0.0,56.0,-1.0,27.0,29.0,2.0
50606,37.0,0.0,77.0,0.0,-22.0,0.0,41.0,101.0,60.0
31626,41.0,-4.0,77.0,0.0,42.0,9.0,36.0,35.0,0.0
53263,43.0,0.0,85.0,7.0,,,42.0,44.0,2.0
606,64.0,1.0,,3.0,,0.0,49.0,51.0,2.0
1775,,0.0,91.0,0.0,-2.0,7.0,35.0,93.0,58.0
120,37.0,0.0,77.0,0.0,2.0,17.0,40.0,74.0,34.0
37862,53.0,-2.0,78.0,0.0,52.0,,25.0,26.0,
8692,38.0,5.0,79.0,0.0,36.0,0.0,41.0,43.0,2.0
3581,56.0,5.0,86.0,0.0,54.0,-16.0,31.0,32.0,2.0
33620,51.0,0.0,,0.0,52.0,27.0,35.0,34.0,
16586,47.0,5.0,88.0,0.0,46.0,0.0,40.0,41.0,0.0
3197,,0.0,81.0,-1.0,42.0,-13.0,37.0,39.0,2.0
2865,85.0,0.0,88.0,-6.0,6.0,0.0,3.0,83.0,80.0
50533,,-2.0,86.0,0.0,54.0,5.0,33.0,32.0,0.0
25841,50.0,-1.0,86.0,,50.0,0.0,35.0,37.0,2.0
8663,58.0,1.0,80.0,0.0,56.0,0.0,22.0,23.0,2.0
24758,56.0,0.0,81.0,0.0,2.0,16.0,25.0,78.0,
23326,45.0,0.0,85.0,1.0,46.0,7.0,40.0,39.0,0.0
22165,37.0,-4.0,109.0,0.0,38.0,11.0,72.0,71.0,0.0
9928,50.0,0.0,88.0,0.0,50.0,0.0,38.0,39.0,0.0
38153,,0.0,76.0,0.0,30.0,27.0,39.0,45.0,6.0
44693,45.0,5.0,86.0,0.0,44.0,0.0,42.0,42.0,0.0
33903,37.0,0.0,78.0,0.0,2.0,-27.0,42.0,75.0,34.0
16248,49.0,1.0,85.0,0.0,50.0,20.0,36.0,36.0,0.0
50310,53.0,3.0,88.0,0.0,52.0,-6.0,35.0,36.0,
32901,56.0,0.0,78.0,0.0,8.0,4.0,22.0,70.0,48.0
35106,48.0,0.0,88.0,0.0,46.0,-1.0,40.0,42.0,2.0
44513,48.0,1.0,88.0,2.0,46.0,0.0,40.0,41.0,
39985,,0.0,78.0,3.0,44.0,0.0,22.0,34.0,12.0
47598,37.0,0.0,80.0,0.0,16.0,-5.0,43.0,65.0,
34025,44.0,,86.0,-2.0,44.0,,43.0,42.0,0.0
43552,55.0,0.0,97.0,5.0,46.0,-19.0,41.0,50.0,8.0
33661,63.0,0.0,111.0,0.0,62.0,0.0,48.0,49.0,2.0
10122,43.0,-1.0,81.0,0.0,44.0,20.0,37.0,37.0,0.0
26356,79.0,0.0,83.0,0.0,-46.0,-8.0,4.0,130.0,126.0
48660,37.0,0.0,76.0,0.0,24.0,-17.0,39.0,53.0,14.0
22876,41.0,,100.0,0.0,38.0,-20.0,59.0,61.0,2.0
17979,37.0,0.0,94.0,0.0,10.0,14.0,57.0,84.0,28.0
15170,55.0,0.0,97.0,0.0,46.0,15.0,41.0,50.0,8.0
19690,37.0,4.0,80.0,-1.0,20.0,,43.0,59.0,16.0
39317,56.0,0.0,98.0,0.0,44.0,-6.0,42.0,54.0,12.0
14835,107.0,0.0,108.0,1.0,72.0,8.0,1.0,36.0,34.0
35837,57.0,-5.0,92.0,0.0,56.0,0.0,35.0,35.0,0.0
26479,39.0,5.0,79.0,0.0,38.0,0.0,40.0,41.0,0.0
48805,55.0,0.0,97.0,2.0,50.0,21.0,41.0,48.0,6.0
51635,43.0,,96.0,0.0,42.0,0.0,53.0,55.0,2.0
21564,55.0,-1.0,87.0,1.0,54.0,0.0,32.0,33.0,0.0
20364,45.0,-1.0,83.0,0.0,44.0,11.0,38.0,39.0,0.0
2888,37.0,0.0,81.0,0.0,26.0,-11.0,44.0,55.0,10.0
9282,48.0,0.0,87.0,0.0,46.0,-6.0,39.0,41.0,2.0
31187,37.0,0.0,75.0,0.0,36.0,25.0,37.0,39.0,2.0
20787,101.0,0.0,102.0,0.0,70.0,-5.0,1.0,33.0,32.0
30638,55.0,0.0,93.0,0.0,50.0,-9.0,38.0,44.0,6.0
42732,104.0,1.0,106.0,3.0,70.0,0.0,1.0,36.0,34.0
10586,39.0,1.0,76.0,0.0,38.0,0.0,38.0,37.0,0.0
39325,56.0,1.0,87.0,1.0,56.0,0.0,31.0,30.0,0.0
50567,37.0,0.0,103.0,0.0,30.0,,66.0,72.0,6.0
12319,43.0,0.0,86.0,-1.0,44.0,31.0,,42.0,0.0
49237,53.0,0.0,86.0,0.0,52.0,-2.0,33.0,35.0,2.0
37280,45.0,-4.0,84.0,0.0,44.0,-19.0,38.0,40.0,2.0
18902,37.0,0.0,98.0,0.0,30.0,-14.0,61.0,67.0,6.0
55960,106.0,0.0,107.0,0.0,72.0,6.0,1.0,35.0,
2455,37.0,0.0,,0.0,10.0,-8.0,56.0,83.0,26.0
13623,56.0,0.0,97.0,0.0,52.0,-10.0,40.0,45.0,4.0
23891,55.0,1.0,91.0,0.0,56.0,31.0,35.0,34.0,0.0
17052,52.0,0.0,86.0,0.0,54.0,,33.0,32.0,0.0
33559,59.0,0.0,87.0,0.0,56.0,-11.0,28.0,30.0,2.0
16253,40.0,-3.0,76.0,0.0,38.0,0.0,35.0,37.0,2.0
52653,,0.0,93.0,6.0,54.0,0.0,37.0,39.0,2.0
7454,37.0,0.0,76.0,2.0,20.0,-24.0,39.0,55.0,16.0
49529,57.0,,79.0,0.0,,0.0,22.0,22.0,0.0
24103,51.0,0.0,102.0,0.0,50.0,,,53.0,
5200,37.0,2.0,79.0,0.0,6.0,0.0,,74.0,32.0
44592,37.0,0.0,101.0,0.0,28.0,-5.0,64.0,73.0,8.0
36267,37.0,0.0,90.0,0.0,36.0,12.0,53.0,54.0,2.0
53806,44.0,-1.0,86.0,-6.0,44.0,0.0,43.0,42.0,0.0
9925,53.0,0.0,91.0,0.0,54.0,15.0,38.0,37.0,
25635,56.0,0.0,81.0,0.0,-6.0,8.0,25.0,88.0,64.0
39924,55.0,0.0,97.0,1.0,42.0,0.0,41.0,55.0,14.0
43931,45.0,-2.0,83.0,0.0,44.0,,37.0,,2.0
5662,101.0,0.0,102.0,0.0,72.0,10.0,1.0,30.0,28.0
52369,38.0,-3.0,80.0,0.0,38.0,,42.0,41.0,
36858,55.0,0.0,97.0,0.0,52.0,11.0,,45.0,4.0
45510,51.0,0.0,78.0,0.0,52.0,19.0,27.0,26.0,0.0
4592,37.0,0.0,107.0,0.0,30.0,24.0,70.0,76.0,6.0
54479,39.0,4.0,90.0,0.0,38.0,0.0,51.0,51.0,0.0
53165,37.0,0.0,96.0,6.0,24.0,0.0,59.0,73.0,14.0
61,42.0,4.0,77.0,0.0,42.0,1.0,35.0,35.0,
39009,46.0,0.0,88.0,0.0,44.0,-29.0,42.0,44.0,2.0
41422,51.0,-4.0,87.0,0.0,50.0,-13.0,36.0,38.0,2.0
48560,55.0,0.0,77.0,0.0,-22.0,17.0,21.0,100.0,78.0
30829,49.0,0.0,,0.0,46.0,-22.0,28.0,,2.0
49504,55.0,0.0,95.0,-1.0,44.0,23.0,40.0,51.0,12.0
14326,43.0,0.0,,0.0,42.0,-20.0,37.0,39.0,2.0
409,37.0,0.0,79.0,3.0,8.0,0.0,42.0,71.0,30.0
34745,37.0,5.0,77.0,0.0,36.0,0.0,39.0,41.0,2.0
1808,56.0,0.0,83.0,0.0,54.0,-19.0,27.0,28.0,2.0
16718,55.0,0.0,79.0,8.0,12.0,-20.0,23.0,66.0,42.0
13010,,,84.0,0.0,-22.0,-8.0,4.0,108.0,
24445,37.0,0.0,77.0,6.0,34.0,,,44.0,4.0
36341,55.0,0.0,96.0,0.0,52.0,30.0,41.0,44.0,4.0
22472,45.0,0.0,100.0,0.0,44.0,-2.0,54.0,56.0,
12792,56.0,0.0,86.0,0.0,54.0,-5.0,31.0,32.0,2.0
37382,48.0,-3.0,95.0,,46.0,-6.0,47.0,49.0,2.0
12217,,5.0,83.0,0.0,46.0,9.0,37.0,37.0,0.0
13252,43.0,0.0,83.0,-6.0,42.0,0.0,40.0,41.0,2.0
49576,,0.0,76.0,0.0,-4.0,-17.0,20.0,81.0,62.0
52839,41.0,3.0,81.0,0.0,,3.0,40.0,40.0,0.0
16695,82.0,5.0,86.0,8.0,-40.0,1.0,5.0,128.0,124.0
43273,85.0,,88.0,1.0,-2.0,-3.0,3.0,91.0,88.0
7094,56.0,0.0,77.0,0.0,-22.0,,21.0,100.0,80.0
40250,45.0,-1.0,76.0,0.0,44.0,-12.0,31.0,32.0,2.0
21018,53.0,0.0,83.0,5.0,54.0,4.0,30.0,29.0,0.0
50425,55.0,0.0,77.0,0.0,-20.0,-17.0,21.0,97.0,76.0
57156,43.0,0.0,76.0,0.0,44.0,13.0,32.0,32.0,
41119,43.0,-35.0,77.0,0.0,-2.0,0.0,,79.0,46.0
44686,41.0,4.0,80.0,0.0,42.0,13.0,39.0,39.0,0.0
32475,38.0,,106.0,,38.0,22.0,68.0,67.0,0.0
30332,55.0,0.0,77.0,0.0,-28.0,-21.0,22.0,106.0,
44606,44.0,,84.0,0.0,44.0,2.0,41.0,41.0,0.0
30446,43.0,-2.0,108.0,0.0,42.0,-14.0,64.0,66.0,2.0
11605,37.0,0.0,77.0,7.0,28.0,0.0,41.0,49.0,8.0
23273,39.0,,77.0,0.0,38.0,0.0,38.0,39.0,0.0
22536,48.0,-2.0,,-1.0,46.0,0.0,28.0,30.0,2.0
7852,41.0,0.0,79.0,0.0,38.0,-20.0,38.0,40.0,2.0
45187,43.0,0.0,84.0,,44.0,16.0,41.0,40.0,0.0
3171,41.0,0.0,89.0,0.0,42.0,,,48.0,0.0
49843,48.0,0.0,85.0,-7.0,46.0,0.0,,39.0,2.0
31916,59.0,0.0,87.0,0.0,56.0,-10.0,28.0,30.0,2.0
19860,53.0,0.0,83.0,0.0,52.0,-17.0,30.0,32.0,2.0
23152,,2.0,77.0,0.0,,19.0,39.0,41.0,2.0
16256,37.0,0.0,76.0,-1.0,28.0,-3.0,40.0,48.0,8.0
9682,37.0,0.0,98.0,2.0,34.0,17.0,61.0,64.0,4.0
46541,37.0,0.0,78.0,0.0,8.0,25.0,41.0,70.0,30.0
45086,48.0,-1.0,108.0,6.0,46.0,0.0,59.0,61.0,2.0
38018,56.0,4.0,97.0,0.0,50.0,-1.0,40.0,48.0,8.0
7468,37.0,0.0,77.0,3.0,,0.0,41.0,57.0,16.0
47953,37.0,0.0,104.0,1.0,26.0,13.0,67.0,78.0,12.0
21479,37.0,0.0,99.0,,28.0,-10.0,61.0,70.0,8.0
6750,37.0,0.0,75.0,0.0,36.0,8.0,37.0,39.0,2.0
49271,56.0,5.0,97.0,0.0,54.0,24.0,40.0,42.0,2.0
50316,38.0,0.0,93.0,,30.0,11.0,55.0,62.0,
9801,37.0,0.0,76.0,89.0,20.0,0.0,40.0,55.0,16.0
31378,51.0,0.0,85.0,5.0,50.0,-2.0,34.0,36.0,
30726,45.0,1.0,85.0,2.0,44.0,0.0,40.0,41.0,2.0
54181,44.0,0.0,86.0,0.0,44.0,8.0,42.0,42.0,0.0
3460,46.0,1.0,77.0,0.0,46.0,4.0,31.0,30.0,0.0
57927,37.0,-27.0,75.0,0.0,28.0,19.0,38.0,46.0,8.0
26858,37.0,,,-7.0,24.0,-26.0,39.0,53.0,14.0
53445,38.0,2.0,81.0,0.0,,-30.0,43.0,45.0,2.0
6845,43.0,0.0,81.0,,42.0,-19.0,37.0,39.0,2.0
7916,44.0,5.0,76.0,0.0,44.0,26.0,32.0,32.0,0.0
46842,44.0,5.0,83.0,0.0,42.0,-18.0,40.0,42.0,2.0
15067,55.0,-2.0,88.0,0.0,54.0,-1.0,32.0,33.0,2.0
41543,37.0,0.0,77.0,0.0,-24.0,-1.0,41.0,103.0,62.0
7439,41.0,5.0,84.0,0.0,38.0,-23.0,43.0,46.0,2.0
57858,37.0,0.0,76.0,1.0,28.0,-3.0,39.0,47.0,8.0
16948,,4.0,87.0,0.0,46.0,6.0,41.0,41.0,0.0
34987,52.0,3.0,88.0,0.0,52.0,-3.0,35.0,36.0,0.0
56981,47.0,3.0,81.0,8.0,46.0,0.0,34.0,35.0,0.0
20210,45.0,0.0,77.0,0.0,44.0,-1.0,31.0,33.0,2.0
36385,45.0,-3.0,81.0,0.0,44.0,-19.0,35.0,37.0,2.0
14966,55.0,0.0,77.0,-1.0,0.0,0.0,21.0,77.0,
25516,85.0,0.0,88.0,0.0,2.0,21.0,3.0,86.0,82.0
13814,37.0,0.0,84.0,,26.0,,47.0,58.0,12.0
3021,49.0,0.0,106.0,0.0,50.0,2.0,56.0,57.0,0.0
42146,71.0,42.0,82.0,0.0,-42.0,-7.0,11.0,126.0,114.0
41867,53.0,-3.0,86.0,0.0,,12.0,33.0,32.0,0.0
33058,44.0,-5.0,77.0,0.0,42.0,-30.0,34.0,,
43984,55.0,0.0,77.0,0.0,18.0,5.0,22.0,59.0,38.0
40615,53.0,4.0,103.0,1.0,52.0,-3.0,50.0,51.0,2.0
41715,49.0,1.0,,0.0,50.0,2.0,,33.0,0.0
45979,43.0,-1.0,81.0,0.0,42.0,-5.0,38.0,40.0,2.0
25782,37.0,0.0,81.0,0.0,30.0,,45.0,50.0,6.0
20052,44.0,-1.0,95.0,0.0,44.0,0.0,52.0,,0.0
7584,,-3.0,90.0,0.0,,0.0,44.0,44.0,0.0
33605,51.0,0.0,83.0,0.0,50.0,-25.0,31.0,33.0,2.0
16055,55.0,1.0,77.0,0.0,44.0,2.0,22.0,34.0,12.0
10337,37.0,0.0,82.0,0.0,38.0,8.0,45.0,43.0,0.0
51003,55.0,1.0,86.0,0.0,54.0,0.0,30.0,32.0,2.0
21768,47.0,5.0,84.0,0.0,46.0,0.0,38.0,38.0,0.0
24880,52.0,3.0,91.0,0.0,52.0,0.0,39.0,39.0,0.0
34683,43.0,0.0,80.0,,42.0,-3.0,37.0,39.0,2.0
12065,,-3.0,,7.0,42.0,0.0,40.0,55.0,14.0
3929,57.0,-2.0,91.0,0.0,56.0,0.0,34.0,34.0,0.0
16670,,2.0,84.0,0.0,52.0,12.0,33.0,,0.0
17348,47.0,0.0,82.0,-1.0,46.0,-2.0,34.0,35.0,0.0
55586,37.0,0.0,77.0,5.0,34.0,0.0,41.0,,2.0
19719,55.0,0.0,,0.0,42.0,3.0,42.0,56.0,14.0
50377,38.0,0.0,81.0,0.0,36.0,,43.0,44.0,2.0
6965,37.0,-1.0,79.0,-4.0,20.0,-8.0,43.0,59.0,16.0
